"id","name","file","file_size","map_type","analysis_level","modality","target_template_image","description"
"839110","AHAB Subject0020 LookNeg Beta","http://neurovault.org/media/images/16266/AHAB_Subject0020_LookNeg_Beta.nii.gz","1670705","univariate-beta map","single-subject","fMRI-BOLD","MNI152NLin2009cAsym","b'spm_spm:beta (0001) - Sn(1) Look Negative Picture*bf(1)'"
"839111","AHAB Subject0020 LookNeu Beta","http://neurovault.org/media/images/16266/AHAB_Subject0020_LookNeu_Beta.nii.gz","1669271","univariate-beta map","single-subject","fMRI-BOLD","MNI152NLin2009cAsym","b'spm_spm:beta (0002) - Sn(1) Look Neutral Picture*bf(1)'"
"839112","AHAB Subject0020 RegNeg Beta","http://neurovault.org/media/images/16266/AHAB_Subject0020_RegNeg_Beta.nii.gz","1670832","univariate-beta map","single-subject","fMRI-BOLD","MNI152NLin2009cAsym","b'spm_spm:beta (0003) - Sn(1) Reg Negative Picture*bf(1)'"
"839113","AHAB Subject0021 LookNeg Beta","http://neurovault.org/media/images/16266/AHAB_Subject0021_LookNeg_Beta.nii.gz","1740301","univariate-beta map","single-subject","fMRI-BOLD","MNI152NLin2009cAsym","b'spm_spm:beta (0001) - Sn(1) Look Negative Picture*bf(1)'"
"839114","AHAB Subject0021 LookNeu Beta","http://neurovault.org/media/images/16266/AHAB_Subject0021_LookNeu_Beta.nii.gz","1738878","univariate-beta map","single-subject","fMRI-BOLD","MNI152NLin2009cAsym","b'spm_spm:beta (0002) - Sn(1) Look Neutral Picture*bf(1)'"
"839115","AHAB Subject0021 RegNeg Beta","http://neurovault.org/media/images/16266/AHAB_Subject0021_RegNeg_Beta.nii.gz","1740843","univariate-beta map","single-subject","fMRI-BOLD","MNI152NLin2009cAsym","b'spm_spm:beta (0003) - Sn(1) Reg Negative Picture*bf(1)'"
"839116","AHAB Subject0022 LookNeg Beta","http://neurovault.org/media/images/16266/AHAB_Subject0022_LookNeg_Beta.nii.gz","1704551","univariate-beta map","single-subject","fMRI-BOLD","MNI152NLin2009cAsym","b'spm_spm:beta (0001) - Sn(1) Look Negative Picture*bf(1)'"
"839117","AHAB Subject0022 LookNeu Beta","http://neurovault.org/media/images/16266/AHAB_Subject0022_LookNeu_Beta.nii.gz","1703261","univariate-beta map","single-subject","fMRI-BOLD","MNI152NLin2009cAsym","b'spm_spm:beta (0002) - Sn(1) Look Neutral Picture*bf(1)'"
"839118","AHAB Subject0022 RegNeg Beta","http://neurovault.org/media/images/16266/AHAB_Subject0022_RegNeg_Beta.nii.gz","1704064","univariate-beta map","single-subject","fMRI-BOLD","MNI152NLin2009cAsym","b'spm_spm:beta (0003) - Sn(1) Reg Negative Picture*bf(1)'"
"839119","AHAB Subject0023 LookNeg Beta","http://neurovault.org/media/images/16266/AHAB_Subject0023_LookNeg_Beta.nii.gz","1660795","univariate-beta map","single-subject","fMRI-BOLD","MNI152NLin2009cAsym","b'spm_spm:beta (0001) - Sn(1) Look Negative Picture*bf(1)'"
"839120","AHAB Subject0023 LookNeu Beta","http://neurovault.org/media/images/16266/AHAB_Subject0023_LookNeu_Beta.nii.gz","1661705","univariate-beta map","single-subject","fMRI-BOLD","MNI152NLin2009cAsym","b'spm_spm:beta (0002) - Sn(1) Look Neutral Picture*bf(1)'"
"839121","AHAB Subject0023 RegNeg Beta","http://neurovault.org/media/images/16266/AHAB_Subject0023_RegNeg_Beta.nii.gz","1661347","univariate-beta map","single-subject","fMRI-BOLD","MNI152NLin2009cAsym","b'spm_spm:beta (0003) - Sn(1) Reg Negative Picture*bf(1)'"
"839122","AHAB Subject0024 LookNeg Beta","http://neurovault.org/media/images/16266/AHAB_Subject0024_LookNeg_Beta.nii.gz","1674100","univariate-beta map","single-subject","fMRI-BOLD","MNI152NLin2009cAsym","b'spm_spm:beta (0001) - Sn(1) Look Negative Picture*bf(1)'"
"839123","AHAB Subject0024 LookNeu Beta","http://neurovault.org/media/images/16266/AHAB_Subject0024_LookNeu_Beta.nii.gz","1673542","univariate-beta map","single-subject","fMRI-BOLD","MNI152NLin2009cAsym","b'spm_spm:beta (0002) - Sn(1) Look Neutral Picture*bf(1)'"
"839124","AHAB Subject0024 RegNeg Beta","http://neurovault.org/media/images/16266/AHAB_Subject0024_RegNeg_Beta.nii.gz","1673844","univariate-beta map","single-subject","fMRI-BOLD","MNI152NLin2009cAsym","b'spm_spm:beta (0003) - Sn(1) Reg Negative Picture*bf(1)'"
"839125","AHAB Subject0025 LookNeg Beta","http://neurovault.org/media/images/16266/AHAB_Subject0025_LookNeg_Beta.nii.gz","1680089","univariate-beta map","single-subject","fMRI-BOLD","MNI152NLin2009cAsym","b'spm_spm:beta (0001) - Sn(1) Look Negative Picture*bf(1)'"
"839126","AHAB Subject0025 LookNeu Beta","http://neurovault.org/media/images/16266/AHAB_Subject0025_LookNeu_Beta.nii.gz","1679644","univariate-beta map","single-subject","fMRI-BOLD","MNI152NLin2009cAsym","b'spm_spm:beta (0002) - Sn(1) Look Neutral Picture*bf(1)'"
"839127","AHAB Subject0025 RegNeg Beta","http://neurovault.org/media/images/16266/AHAB_Subject0025_RegNeg_Beta.nii.gz","1678954","univariate-beta map","single-subject","fMRI-BOLD","MNI152NLin2009cAsym","b'spm_spm:beta (0003) - Sn(1) Reg Negative Picture*bf(1)'"
"839128","AHAB Subject0026 LookNeg Beta","http://neurovault.org/media/images/16266/AHAB_Subject0026_LookNeg_Beta.nii.gz","1618742","univariate-beta map","single-subject","fMRI-BOLD","MNI152NLin2009cAsym","b'spm_spm:beta (0001) - Sn(1) Look Negative Picture*bf(1)'"
"839129","AHAB Subject0026 LookNeu Beta","http://neurovault.org/media/images/16266/AHAB_Subject0026_LookNeu_Beta.nii.gz","1618828","univariate-beta map","single-subject","fMRI-BOLD","MNI152NLin2009cAsym","b'spm_spm:beta (0002) - Sn(1) Look Neutral Picture*bf(1)'"
"839130","AHAB Subject0026 RegNeg Beta","http://neurovault.org/media/images/16266/AHAB_Subject0026_RegNeg_Beta.nii.gz","1619369","univariate-beta map","single-subject","fMRI-BOLD","MNI152NLin2009cAsym","b'spm_spm:beta (0003) - Sn(1) Reg Negative Picture*bf(1)'"
"839131","AHAB Subject0027 LookNeg Beta","http://neurovault.org/media/images/16266/AHAB_Subject0027_LookNeg_Beta.nii.gz","1542500","univariate-beta map","single-subject","fMRI-BOLD","MNI152NLin2009cAsym","b'spm_spm:beta (0001) - Sn(1) Look Negative Picture*bf(1)'"
"839132","AHAB Subject0027 LookNeu Beta","http://neurovault.org/media/images/16266/AHAB_Subject0027_LookNeu_Beta.nii.gz","1542529","univariate-beta map","single-subject","fMRI-BOLD","MNI152NLin2009cAsym","b'spm_spm:beta (0002) - Sn(1) Look Neutral Picture*bf(1)'"
"839133","AHAB Subject0027 RegNeg Beta","http://neurovault.org/media/images/16266/AHAB_Subject0027_RegNeg_Beta.nii.gz","1542680","univariate-beta map","single-subject","fMRI-BOLD","MNI152NLin2009cAsym","b'spm_spm:beta (0003) - Sn(1) Reg Negative Picture*bf(1)'"
"839134","AHAB Subject0028 LookNeg Beta","http://neurovault.org/media/images/16266/AHAB_Subject0028_LookNeg_Beta.nii.gz","1713578","univariate-beta map","single-subject","fMRI-BOLD","MNI152NLin2009cAsym","b'spm_spm:beta (0001) - Sn(1) Look Negative Picture*bf(1)'"
"839135","AHAB Subject0028 LookNeu Beta","http://neurovault.org/media/images/16266/AHAB_Subject0028_LookNeu_Beta.nii.gz","1715300","univariate-beta map","single-subject","fMRI-BOLD","MNI152NLin2009cAsym","b'spm_spm:beta (0002) - Sn(1) Look Neutral Picture*bf(1)'"
"839136","AHAB Subject0028 RegNeg Beta","http://neurovault.org/media/images/16266/AHAB_Subject0028_RegNeg_Beta.nii.gz","1713711","univariate-beta map","single-subject","fMRI-BOLD","MNI152NLin2009cAsym","b'spm_spm:beta (0003) - Sn(1) Reg Negative Picture*bf(1)'"
"839137","AHAB Subject0029 LookNeg Beta","http://neurovault.org/media/images/16266/AHAB_Subject0029_LookNeg_Beta.nii.gz","1705089","univariate-beta map","single-subject","fMRI-BOLD","MNI152NLin2009cAsym","b'spm_spm:beta (0001) - Sn(1) Look Negative Picture*bf(1)'"
"839138","AHAB Subject0029 LookNeu Beta","http://neurovault.org/media/images/16266/AHAB_Subject0029_LookNeu_Beta.nii.gz","1705451","univariate-beta map","single-subject","fMRI-BOLD","MNI152NLin2009cAsym","b'spm_spm:beta (0002) - Sn(1) Look Neutral Picture*bf(1)'"
"839139","AHAB Subject0029 RegNeg Beta","http://neurovault.org/media/images/16266/AHAB_Subject0029_RegNeg_Beta.nii.gz","1704638","univariate-beta map","single-subject","fMRI-BOLD","MNI152NLin2009cAsym","b'spm_spm:beta (0003) - Sn(1) Reg Negative Picture*bf(1)'"
"839140","AHAB Subject0030 LookNeg Beta","http://neurovault.org/media/images/16266/AHAB_Subject0030_LookNeg_Beta.nii.gz","1860698","univariate-beta map","single-subject","fMRI-BOLD","MNI152NLin2009cAsym","b'spm_spm:beta (0001) - Sn(1) Look Negative Picture*bf(1)'"
"839141","AHAB Subject0030 LookNeu Beta","http://neurovault.org/media/images/16266/AHAB_Subject0030_LookNeu_Beta.nii.gz","1859340","univariate-beta map","single-subject","fMRI-BOLD","MNI152NLin2009cAsym","b'spm_spm:beta (0002) - Sn(1) Look Neutral Picture*bf(1)'"
"839142","AHAB Subject0030 RegNeg Beta","http://neurovault.org/media/images/16266/AHAB_Subject0030_RegNeg_Beta.nii.gz","1861167","univariate-beta map","single-subject","fMRI-BOLD","MNI152NLin2009cAsym","b'spm_spm:beta (0003) - Sn(1) Reg Negative Picture*bf(1)'"
"839143","AHAB Subject0031 LookNeg Beta","http://neurovault.org/media/images/16266/AHAB_Subject0031_LookNeg_Beta.nii.gz","1795659","univariate-beta map","single-subject","fMRI-BOLD","MNI152NLin2009cAsym","b'spm_spm:beta (0001) - Sn(1) Look Negative Picture*bf(1)'"
"839144","AHAB Subject0031 LookNeu Beta","http://neurovault.org/media/images/16266/AHAB_Subject0031_LookNeu_Beta.nii.gz","1794558","univariate-beta map","single-subject","fMRI-BOLD","MNI152NLin2009cAsym","b'spm_spm:beta (0002) - Sn(1) Look Neutral Picture*bf(1)'"
"839145","AHAB Subject0031 RegNeg Beta","http://neurovault.org/media/images/16266/AHAB_Subject0031_RegNeg_Beta.nii.gz","1794343","univariate-beta map","single-subject","fMRI-BOLD","MNI152NLin2009cAsym","b'spm_spm:beta (0003) - Sn(1) Reg Negative Picture*bf(1)'"
"839146","AHAB Subject0032 LookNeg Beta","http://neurovault.org/media/images/16266/AHAB_Subject0032_LookNeg_Beta.nii.gz","1752690","univariate-beta map","single-subject","fMRI-BOLD","MNI152NLin2009cAsym","b'spm_spm:beta (0001) - Sn(1) Look Negative Picture*bf(1)'"
"839147","AHAB Subject0032 LookNeu Beta","http://neurovault.org/media/images/16266/AHAB_Subject0032_LookNeu_Beta.nii.gz","1751122","univariate-beta map","single-subject","fMRI-BOLD","MNI152NLin2009cAsym","b'spm_spm:beta (0002) - Sn(1) Look Neutral Picture*bf(1)'"
"839148","AHAB Subject0032 RegNeg Beta","http://neurovault.org/media/images/16266/AHAB_Subject0032_RegNeg_Beta.nii.gz","1751705","univariate-beta map","single-subject","fMRI-BOLD","MNI152NLin2009cAsym","b'spm_spm:beta (0003) - Sn(1) Reg Negative Picture*bf(1)'"
"839149","AHAB Subject0033 LookNeg Beta","http://neurovault.org/media/images/16266/AHAB_Subject0033_LookNeg_Beta.nii.gz","1757837","univariate-beta map","single-subject","fMRI-BOLD","MNI152NLin2009cAsym","b'spm_spm:beta (0001) - Sn(1) Look Negative Picture*bf(1)'"
"839150","AHAB Subject0033 LookNeu Beta","http://neurovault.org/media/images/16266/AHAB_Subject0033_LookNeu_Beta.nii.gz","1758251","univariate-beta map","single-subject","fMRI-BOLD","MNI152NLin2009cAsym","b'spm_spm:beta (0002) - Sn(1) Look Neutral Picture*bf(1)'"
"839151","AHAB Subject0033 RegNeg Beta","http://neurovault.org/media/images/16266/AHAB_Subject0033_RegNeg_Beta.nii.gz","1757921","univariate-beta map","single-subject","fMRI-BOLD","MNI152NLin2009cAsym","b'spm_spm:beta (0003) - Sn(1) Reg Negative Picture*bf(1)'"
"839152","AHAB Subject0034 LookNeg Beta","http://neurovault.org/media/images/16266/AHAB_Subject0034_LookNeg_Beta.nii.gz","1639076","univariate-beta map","single-subject","fMRI-BOLD","MNI152NLin2009cAsym","b'spm_spm:beta (0001) - Sn(1) Look Negative Picture*bf(1)'"
"839153","AHAB Subject0034 LookNeu Beta","http://neurovault.org/media/images/16266/AHAB_Subject0034_LookNeu_Beta.nii.gz","1636888","univariate-beta map","single-subject","fMRI-BOLD","MNI152NLin2009cAsym","b'spm_spm:beta (0002) - Sn(1) Look Neutral Picture*bf(1)'"
"839154","AHAB Subject0034 RegNeg Beta","http://neurovault.org/media/images/16266/AHAB_Subject0034_RegNeg_Beta.nii.gz","1639058","univariate-beta map","single-subject","fMRI-BOLD","MNI152NLin2009cAsym","b'spm_spm:beta (0003) - Sn(1) Reg Negative Picture*bf(1)'"
"839155","AHAB Subject0035 LookNeg Beta","http://neurovault.org/media/images/16266/AHAB_Subject0035_LookNeg_Beta.nii.gz","1624762","univariate-beta map","single-subject","fMRI-BOLD","MNI152NLin2009cAsym","b'spm_spm:beta (0001) - Sn(1) Look Negative Picture*bf(1)'"
"839156","AHAB Subject0035 LookNeu Beta","http://neurovault.org/media/images/16266/AHAB_Subject0035_LookNeu_Beta.nii.gz","1625793","univariate-beta map","single-subject","fMRI-BOLD","MNI152NLin2009cAsym","b'spm_spm:beta (0002) - Sn(1) Look Neutral Picture*bf(1)'"
"839157","AHAB Subject0035 RegNeg Beta","http://neurovault.org/media/images/16266/AHAB_Subject0035_RegNeg_Beta.nii.gz","1623517","univariate-beta map","single-subject","fMRI-BOLD","MNI152NLin2009cAsym","b'spm_spm:beta (0003) - Sn(1) Reg Negative Picture*bf(1)'"
"839158","AHAB Subject0036 LookNeg Beta","http://neurovault.org/media/images/16266/AHAB_Subject0036_LookNeg_Beta.nii.gz","1640090","univariate-beta map","single-subject","fMRI-BOLD","MNI152NLin2009cAsym","b'spm_spm:beta (0001) - Sn(1) Look Negative Picture*bf(1)'"
"839159","AHAB Subject0036 LookNeu Beta","http://neurovault.org/media/images/16266/AHAB_Subject0036_LookNeu_Beta.nii.gz","1638798","univariate-beta map","single-subject","fMRI-BOLD","MNI152NLin2009cAsym","b'spm_spm:beta (0002) - Sn(1) Look Neutral Picture*bf(1)'"
"839160","AHAB Subject0036 RegNeg Beta","http://neurovault.org/media/images/16266/AHAB_Subject0036_RegNeg_Beta.nii.gz","1639243","univariate-beta map","single-subject","fMRI-BOLD","MNI152NLin2009cAsym","b'spm_spm:beta (0003) - Sn(1) Reg Negative Picture*bf(1)'"
"839161","AHAB Subject0037 LookNeg Beta","http://neurovault.org/media/images/16266/AHAB_Subject0037_LookNeg_Beta.nii.gz","1631190","univariate-beta map","single-subject","fMRI-BOLD","MNI152NLin2009cAsym","b'spm_spm:beta (0001) - Sn(1) Look Negative Picture*bf(1)'"
"839162","AHAB Subject0037 LookNeu Beta","http://neurovault.org/media/images/16266/AHAB_Subject0037_LookNeu_Beta.nii.gz","1631495","univariate-beta map","single-subject","fMRI-BOLD","MNI152NLin2009cAsym","b'spm_spm:beta (0002) - Sn(1) Look Neutral Picture*bf(1)'"
"839163","AHAB Subject0037 RegNeg Beta","http://neurovault.org/media/images/16266/AHAB_Subject0037_RegNeg_Beta.nii.gz","1631380","univariate-beta map","single-subject","fMRI-BOLD","MNI152NLin2009cAsym","b'spm_spm:beta (0003) - Sn(1) Reg Negative Picture*bf(1)'"
"839164","AHAB Subject0038 LookNeg Beta","http://neurovault.org/media/images/16266/AHAB_Subject0038_LookNeg_Beta.nii.gz","1756022","univariate-beta map","single-subject","fMRI-BOLD","MNI152NLin2009cAsym","b'spm_spm:beta (0001) - Sn(1) Look Negative Picture*bf(1)'"
"839165","AHAB Subject0038 LookNeu Beta","http://neurovault.org/media/images/16266/AHAB_Subject0038_LookNeu_Beta.nii.gz","1755719","univariate-beta map","single-subject","fMRI-BOLD","MNI152NLin2009cAsym","b'spm_spm:beta (0002) - Sn(1) Look Neutral Picture*bf(1)'"
"839166","AHAB Subject0038 RegNeg Beta","http://neurovault.org/media/images/16266/AHAB_Subject0038_RegNeg_Beta.nii.gz","1756065","univariate-beta map","single-subject","fMRI-BOLD","MNI152NLin2009cAsym","b'spm_spm:beta (0003) - Sn(1) Reg Negative Picture*bf(1)'"
"839167","AHAB Subject0039 LookNeg Beta","http://neurovault.org/media/images/16266/AHAB_Subject0039_LookNeg_Beta.nii.gz","1726328","univariate-beta map","single-subject","fMRI-BOLD","MNI152NLin2009cAsym","b'spm_spm:beta (0001) - Sn(1) Look Negative Picture*bf(1)'"
"839168","AHAB Subject0039 LookNeu Beta","http://neurovault.org/media/images/16266/AHAB_Subject0039_LookNeu_Beta.nii.gz","1725399","univariate-beta map","single-subject","fMRI-BOLD","MNI152NLin2009cAsym","b'spm_spm:beta (0002) - Sn(1) Look Neutral Picture*bf(1)'"
"839169","AHAB Subject0039 RegNeg Beta","http://neurovault.org/media/images/16266/AHAB_Subject0039_RegNeg_Beta.nii.gz","1726565","univariate-beta map","single-subject","fMRI-BOLD","MNI152NLin2009cAsym","b'spm_spm:beta (0003) - Sn(1) Reg Negative Picture*bf(1)'"
"839170","AHAB Subject0040 LookNeg Beta","http://neurovault.org/media/images/16266/AHAB_Subject0040_LookNeg_Beta.nii.gz","1805584","univariate-beta map","single-subject","fMRI-BOLD","MNI152NLin2009cAsym","b'spm_spm:beta (0001) - Sn(1) Look Negative Picture*bf(1)'"
"839171","AHAB Subject0040 LookNeu Beta","http://neurovault.org/media/images/16266/AHAB_Subject0040_LookNeu_Beta.nii.gz","1805512","univariate-beta map","single-subject","fMRI-BOLD","MNI152NLin2009cAsym","b'spm_spm:beta (0002) - Sn(1) Look Neutral Picture*bf(1)'"
"839172","AHAB Subject0040 RegNeg Beta","http://neurovault.org/media/images/16266/AHAB_Subject0040_RegNeg_Beta.nii.gz","1805224","univariate-beta map","single-subject","fMRI-BOLD","MNI152NLin2009cAsym","b'spm_spm:beta (0003) - Sn(1) Reg Negative Picture*bf(1)'"
"839173","AHAB Subject0041 LookNeg Beta","http://neurovault.org/media/images/16266/AHAB_Subject0041_LookNeg_Beta.nii.gz","1670530","univariate-beta map","single-subject","fMRI-BOLD","MNI152NLin2009cAsym","b'spm_spm:beta (0001) - Sn(1) Look Negative Picture*bf(1)'"
"839174","AHAB Subject0041 LookNeu Beta","http://neurovault.org/media/images/16266/AHAB_Subject0041_LookNeu_Beta.nii.gz","1670639","univariate-beta map","single-subject","fMRI-BOLD","MNI152NLin2009cAsym","b'spm_spm:beta (0002) - Sn(1) Look Neutral Picture*bf(1)'"
"839175","AHAB Subject0041 RegNeg Beta","http://neurovault.org/media/images/16266/AHAB_Subject0041_RegNeg_Beta.nii.gz","1670033","univariate-beta map","single-subject","fMRI-BOLD","MNI152NLin2009cAsym","b'spm_spm:beta (0003) - Sn(1) Reg Negative Picture*bf(1)'"
"839176","AHAB Subject0042 LookNeg Beta","http://neurovault.org/media/images/16266/AHAB_Subject0042_LookNeg_Beta.nii.gz","1685811","univariate-beta map","single-subject","fMRI-BOLD","MNI152NLin2009cAsym","b'spm_spm:beta (0001) - Sn(1) Look Negative Picture*bf(1)'"
"839177","AHAB Subject0042 LookNeu Beta","http://neurovault.org/media/images/16266/AHAB_Subject0042_LookNeu_Beta.nii.gz","1685007","univariate-beta map","single-subject","fMRI-BOLD","MNI152NLin2009cAsym","b'spm_spm:beta (0002) - Sn(1) Look Neutral Picture*bf(1)'"
"839178","AHAB Subject0042 RegNeg Beta","http://neurovault.org/media/images/16266/AHAB_Subject0042_RegNeg_Beta.nii.gz","1685453","univariate-beta map","single-subject","fMRI-BOLD","MNI152NLin2009cAsym","b'spm_spm:beta (0003) - Sn(1) Reg Negative Picture*bf(1)'"
"839179","AHAB Subject0043 LookNeg Beta","http://neurovault.org/media/images/16266/AHAB_Subject0043_LookNeg_Beta.nii.gz","1763384","univariate-beta map","single-subject","fMRI-BOLD","MNI152NLin2009cAsym","b'spm_spm:beta (0001) - Sn(1) Look Negative Picture*bf(1)'"
"839180","AHAB Subject0043 LookNeu Beta","http://neurovault.org/media/images/16266/AHAB_Subject0043_LookNeu_Beta.nii.gz","1762274","univariate-beta map","single-subject","fMRI-BOLD","MNI152NLin2009cAsym","b'spm_spm:beta (0002) - Sn(1) Look Neutral Picture*bf(1)'"
"839181","AHAB Subject0043 RegNeg Beta","http://neurovault.org/media/images/16266/AHAB_Subject0043_RegNeg_Beta.nii.gz","1763287","univariate-beta map","single-subject","fMRI-BOLD","MNI152NLin2009cAsym","b'spm_spm:beta (0003) - Sn(1) Reg Negative Picture*bf(1)'"
"839182","AHAB Subject0044 LookNeg Beta","http://neurovault.org/media/images/16266/AHAB_Subject0044_LookNeg_Beta.nii.gz","1729532","univariate-beta map","single-subject","fMRI-BOLD","MNI152NLin2009cAsym","b'spm_spm:beta (0001) - Sn(1) Look Negative Picture*bf(1)'"
"839183","AHAB Subject0044 LookNeu Beta","http://neurovault.org/media/images/16266/AHAB_Subject0044_LookNeu_Beta.nii.gz","1731061","univariate-beta map","single-subject","fMRI-BOLD","MNI152NLin2009cAsym","b'spm_spm:beta (0002) - Sn(1) Look Neutral Picture*bf(1)'"
"839184","AHAB Subject0044 RegNeg Beta","http://neurovault.org/media/images/16266/AHAB_Subject0044_RegNeg_Beta.nii.gz","1730621","univariate-beta map","single-subject","fMRI-BOLD","MNI152NLin2009cAsym","b'spm_spm:beta (0003) - Sn(1) Reg Negative Picture*bf(1)'"
